neuron_layer,neuron,activation_layer,corr,feature,neuron_weight,abs_corr
4,1522,12,-0.04250138068690989,cls,in,0.04250138068690989
4,1522,13,-0.04639651851013027,cls,in,0.04639651851013027
4,1522,14,-0.0330311229243139,cls,in,0.0330311229243139
4,1522,15,-0.03115232010350725,cls,in,0.03115232010350725
4,1522,16,-0.02083833515897747,cls,in,0.02083833515897747
4,1522,17,-0.021949425797038683,cls,in,0.021949425797038683
4,1522,18,-0.019075467796481768,cls,in,0.019075467796481768
4,1522,19,-0.022255716439316134,cls,in,0.022255716439316134
4,1522,20,-0.0236298814528848,cls,in,0.0236298814528848
4,1522,21,-0.020806114721597622,cls,in,0.020806114721597622
4,1522,22,-0.015862617453481418,cls,in,0.015862617453481418
4,1522,23,-0.013392960838820505,cls,in,0.013392960838820505
4,1522,24,-0.013116014156596363,cls,in,0.013116014156596363
4,1522,25,-0.015100443003712908,cls,in,0.015100443003712908
4,1522,26,-0.010336602292787895,cls,in,0.010336602292787895
4,1522,27,-0.013193743289097058,cls,in,0.013193743289097058
4,1522,28,-0.009331285271606806,cls,in,0.009331285271606806
4,1522,29,-0.007514268357160298,cls,in,0.007514268357160298
4,1522,30,0.0069217803082323275,cls,in,0.0069217803082323275
4,1522,31,0.013052258685743742,cls,in,0.013052258685743742
8,511,0,0.006721470664011103,cls,in,0.006721470664011103
8,511,1,0.022381560620841297,cls,in,0.022381560620841297
8,511,2,0.02218725513439683,cls,in,0.02218725513439683
8,511,3,0.022123078728113053,cls,in,0.022123078728113053
8,511,4,0.021896388104137098,cls,in,0.021896388104137098
8,511,5,0.015336747604058586,cls,in,0.015336747604058586
8,511,6,-0.04592595456627629,cls,in,0.04592595456627629
8,511,7,-0.08258800445215037,cls,in,0.08258800445215037
8,511,8,-0.18151065227328358,cls,in,0.18151065227328358
8,511,9,-0.15703231251405808,cls,in,0.15703231251405808
8,511,10,-0.20730067740267452,cls,in,0.20730067740267452
8,511,11,-0.22564775658233174,cls,in,0.22564775658233174
8,511,12,-0.20168489114331853,cls,in,0.20168489114331853
8,511,13,-0.19261155918491504,cls,in,0.19261155918491504
8,511,14,-0.17930593154621338,cls,in,0.17930593154621338
8,511,15,-0.16449530235099308,cls,in,0.16449530235099308
8,511,16,-0.15820387628543886,cls,in,0.15820387628543886
8,511,17,-0.13731006353436948,cls,in,0.13731006353436948
8,511,18,-0.13391127876071376,cls,in,0.13391127876071376
8,511,19,-0.13659956288345426,cls,in,0.13659956288345426
8,511,20,-0.11446350502166153,cls,in,0.11446350502166153
8,511,21,-0.10969561701857908,cls,in,0.10969561701857908
8,511,22,-0.10613043841039164,cls,in,0.10613043841039164
8,511,23,-0.11238248515850224,cls,in,0.11238248515850224
8,511,24,-0.10323075352362465,cls,in,0.10323075352362465
8,511,25,-0.09456451305707768,cls,in,0.09456451305707768
8,511,26,-0.09322720274101877,cls,in,0.09322720274101877
8,511,27,-0.09220345268975556,cls,in,0.09220345268975556
8,511,28,-0.09032192830559693,cls,in,0.09032192830559693
8,511,29,-0.08496338420782484,cls,in,0.08496338420782484
8,511,30,-0.07739872090419382,cls,in,0.07739872090419382
8,511,31,-0.049949182926219575,cls,in,0.049949182926219575
1,1909,0,-0.0031432216845841757,cls,in,0.0031432216845841757
1,1909,1,-0.026584082718846137,cls,in,0.026584082718846137
1,1909,2,-0.026035666585908432,cls,in,0.026035666585908432
1,1909,3,-0.029373934301212875,cls,in,0.029373934301212875
1,1909,4,-0.02972407235545685,cls,in,0.02972407235545685
1,1909,5,-0.028313506541223356,cls,in,0.028313506541223356
1,1909,6,-0.03504889102361579,cls,in,0.03504889102361579
1,1909,7,-0.031440163248445625,cls,in,0.031440163248445625
1,1909,8,-0.03473771564843318,cls,in,0.03473771564843318
1,1909,9,-0.0320759722562645,cls,in,0.0320759722562645
1,1909,10,-0.02741239274923224,cls,in,0.02741239274923224
1,1909,11,-0.023439828395728887,cls,in,0.023439828395728887
1,1909,12,-0.02446752118877641,cls,in,0.02446752118877641
1,1909,13,-0.02270336045948129,cls,in,0.02270336045948129
1,1909,14,-0.0282734975986955,cls,in,0.0282734975986955
1,1909,15,-0.030257669417151103,cls,in,0.030257669417151103
1,1909,16,-0.030325829628714922,cls,in,0.030325829628714922
1,1909,17,-0.03197978101170273,cls,in,0.03197978101170273
1,1909,18,-0.03161064296946897,cls,in,0.03161064296946897
1,1909,19,-0.031654224406158,cls,in,0.031654224406158
1,1909,20,-0.026978489511785206,cls,in,0.026978489511785206
1,1909,21,-0.02260452302769126,cls,in,0.02260452302769126
1,1909,22,-0.02229723844343296,cls,in,0.02229723844343296
1,1909,23,-0.019982832265416528,cls,in,0.019982832265416528
1,1909,24,-0.02269117096910535,cls,in,0.02269117096910535
1,1909,25,-0.022052594419402896,cls,in,0.022052594419402896
1,1909,26,-0.015083452091704124,cls,in,0.015083452091704124
1,1909,27,-0.011400558429544738,cls,in,0.011400558429544738
1,1909,28,-0.018099063397678892,cls,in,0.018099063397678892
1,1909,29,-0.019249236772657764,cls,in,0.019249236772657764
1,1909,30,-0.008905380773495383,cls,in,0.008905380773495383
1,1909,31,-0.008990184760274482,cls,in,0.008990184760274482
5,10812,0,-0.004179973783464958,cls,in,0.004179973783464958
5,10812,1,-0.02544516092465542,cls,in,0.02544516092465542
5,10812,2,-0.034458133219531006,cls,in,0.034458133219531006
5,10812,3,-0.12069649009212492,cls,in,0.12069649009212492
5,10812,4,-0.1482342856513827,cls,in,0.1482342856513827
5,10812,5,-0.14371235904755056,cls,in,0.14371235904755056
5,10812,6,-0.1380382371442434,cls,in,0.1380382371442434
5,10812,7,-0.14338163608852506,cls,in,0.14338163608852506
5,10812,8,-0.1269724117956193,cls,in,0.1269724117956193
5,10812,9,-0.0835231256146455,cls,in,0.0835231256146455
5,10812,10,-0.07241188275962256,cls,in,0.07241188275962256
5,10812,11,-0.1070472188067738,cls,in,0.1070472188067738
5,10812,12,-0.14633543251113115,cls,in,0.14633543251113115
5,10812,13,-0.12818219496973246,cls,in,0.12818219496973246
5,10812,14,-0.13104089459892596,cls,in,0.13104089459892596
5,10812,15,-0.12743373485148374,cls,in,0.12743373485148374
5,10812,16,-0.11094373964963973,cls,in,0.11094373964963973
5,10812,17,-0.11234181224723053,cls,in,0.11234181224723053
5,10812,18,-0.10142517668447232,cls,in,0.10142517668447232
5,10812,19,-0.09718267153278011,cls,in,0.09718267153278011
5,10812,20,-0.0901939107969449,cls,in,0.0901939107969449
5,10812,21,-0.08365849551500763,cls,in,0.08365849551500763
5,10812,22,-0.08096209853503764,cls,in,0.08096209853503764
5,10812,23,-0.08432030593613003,cls,in,0.08432030593613003
5,10812,24,-0.07715404418912813,cls,in,0.07715404418912813
5,10812,25,-0.07412584796118603,cls,in,0.07412584796118603
5,10812,26,-0.06528329563409237,cls,in,0.06528329563409237
5,10812,27,-0.06397951225657254,cls,in,0.06397951225657254
5,10812,28,-0.05863540016459121,cls,in,0.05863540016459121
5,10812,29,-0.057264499837460583,cls,in,0.057264499837460583
5,10812,30,-0.053439814793876196,cls,in,0.053439814793876196
5,10812,31,-0.03531443841042862,cls,in,0.03531443841042862
1,20,0,-0.003018423712464808,cls,in,0.003018423712464808
1,20,1,0.0422721899651149,cls,in,0.0422721899651149
1,20,2,0.032973831201095496,cls,in,0.032973831201095496
1,20,3,-0.003823934562907354,cls,in,0.003823934562907354
1,20,4,-0.00772591774353081,cls,in,0.00772591774353081
1,20,5,-0.002108358018595853,cls,in,0.002108358018595853
1,20,6,-0.007615854023445389,cls,in,0.007615854023445389
1,20,7,0.009375707351589244,cls,in,0.009375707351589244
1,20,8,-0.033660919795012144,cls,in,0.033660919795012144
1,20,9,-0.02816669675809237,cls,in,0.02816669675809237
1,20,10,-0.039062327177535244,cls,in,0.039062327177535244
1,20,11,-0.02740581305423355,cls,in,0.02740581305423355
1,20,12,-0.023267512150009374,cls,in,0.023267512150009374
1,20,13,-0.02396311335425703,cls,in,0.02396311335425703
1,20,14,-0.021873236210926034,cls,in,0.021873236210926034
1,20,15,-0.006170951253123179,cls,in,0.006170951253123179
1,20,16,-0.009555220035962231,cls,in,0.009555220035962231
1,20,17,-0.007079006521513573,cls,in,0.007079006521513573
1,20,18,-0.012210929511772146,cls,in,0.012210929511772146
1,20,19,-0.007187398927723942,cls,in,0.007187398927723942
1,20,20,-0.01044910267385572,cls,in,0.01044910267385572
1,20,21,-0.003372855887219842,cls,in,0.003372855887219842
1,20,22,-0.003852292258975361,cls,in,0.003852292258975361
1,20,23,-0.0028658424075681276,cls,in,0.0028658424075681276
1,20,24,-0.005135678440325512,cls,in,0.005135678440325512
1,20,25,-0.00505986696707317,cls,in,0.00505986696707317
1,20,26,-0.006645830681137692,cls,in,0.006645830681137692
1,20,27,-0.005652421078097493,cls,in,0.005652421078097493
1,20,28,-0.0032846023059396635,cls,in,0.0032846023059396635
1,20,29,-0.00593812595772351,cls,in,0.00593812595772351
1,20,30,-0.003850501044379052,cls,in,0.003850501044379052
1,20,31,-0.005031392792628915,cls,in,0.005031392792628915
0,3258,0,0.0018260369842640124,cls,in,0.0018260369842640124
0,3258,1,0.022439718183067142,cls,in,0.022439718183067142
0,3258,2,0.022985395078037332,cls,in,0.022985395078037332
0,3258,3,0.024095899011832022,cls,in,0.024095899011832022
0,3258,4,0.02281577172014709,cls,in,0.02281577172014709
0,3258,5,0.023108009795388018,cls,in,0.023108009795388018
0,3258,6,0.02313918895510981,cls,in,0.02313918895510981
0,3258,7,0.025693743812889084,cls,in,0.025693743812889084
0,3258,8,0.018007333054897427,cls,in,0.018007333054897427
0,3258,9,0.020100367964452963,cls,in,0.020100367964452963
0,3258,10,0.013448301604373224,cls,in,0.013448301604373224
0,3258,11,0.007728343025050655,cls,in,0.007728343025050655
0,3258,12,0.004523798087059606,cls,in,0.004523798087059606
0,3258,13,0.005714128255051078,cls,in,0.005714128255051078
0,3258,14,0.005144153894345975,cls,in,0.005144153894345975
0,3258,15,0.008504299365440527,cls,in,0.008504299365440527
0,3258,16,0.012046992548046207,cls,in,0.012046992548046207
0,3258,17,0.006362152280174205,cls,in,0.006362152280174205
0,3258,18,0.0012228332098434104,cls,in,0.0012228332098434104
0,3258,19,0.0012553803079944287,cls,in,0.0012553803079944287
0,3258,20,-0.0015196440869915833,cls,in,0.0015196440869915833
0,3258,21,-0.0014981599273246721,cls,in,0.0014981599273246721
0,3258,22,-0.003404241914460879,cls,in,0.003404241914460879
0,3258,23,-0.0031647016128466916,cls,in,0.0031647016128466916
0,3258,24,-0.0031070698740107427,cls,in,0.0031070698740107427
0,3258,25,-0.0044035715508861616,cls,in,0.0044035715508861616
0,3258,26,-0.007869491606134526,cls,in,0.007869491606134526
0,3258,27,-0.011038422196332255,cls,in,0.011038422196332255
0,3258,28,-0.016362652173618118,cls,in,0.016362652173618118
0,3258,29,-0.016117168373073986,cls,in,0.016117168373073986
0,3258,30,-0.028060363888761316,cls,in,0.028060363888761316
0,3258,31,-0.011193391070931404,cls,in,0.011193391070931404
8,409,0,0.00815902524802797,cls,in,0.00815902524802797
8,409,1,0.021247975845517502,cls,in,0.021247975845517502
8,409,2,0.017758531381730204,cls,in,0.017758531381730204
8,409,3,0.00280184573940064,cls,in,0.00280184573940064
8,409,4,-0.009981587054845602,cls,in,0.009981587054845602
8,409,5,-0.026265972980477125,cls,in,0.026265972980477125
8,409,6,-0.025949582932297773,cls,in,0.025949582932297773
8,409,7,-0.014410442439594157,cls,in,0.014410442439594157
8,409,8,0.002948319318857146,cls,in,0.002948319318857146
8,409,9,-0.03797082864989234,cls,in,0.03797082864989234
8,409,10,-0.01136681451247138,cls,in,0.01136681451247138
8,409,11,-0.010059646761293645,cls,in,0.010059646761293645
8,409,12,0.008797481317794299,cls,in,0.008797481317794299
8,409,13,0.009270894132964782,cls,in,0.009270894132964782
8,409,14,0.019794145307808066,cls,in,0.019794145307808066
8,409,15,0.033160927778658436,cls,in,0.033160927778658436
8,409,16,0.0323622347913068,cls,in,0.0323622347913068
8,409,17,0.01670454369053913,cls,in,0.01670454369053913
8,409,18,0.018978251326726297,cls,in,0.018978251326726297
8,409,19,0.03832586594710571,cls,in,0.03832586594710571
8,409,20,0.03975219018111903,cls,in,0.03975219018111903
8,409,21,0.032190171416376374,cls,in,0.032190171416376374
8,409,22,0.01722397778738289,cls,in,0.01722397778738289
8,409,23,0.012726556130748816,cls,in,0.012726556130748816
8,409,24,0.01083278174809529,cls,in,0.01083278174809529
8,409,25,0.013970281733483669,cls,in,0.013970281733483669
8,409,26,0.007530333809131804,cls,in,0.007530333809131804
8,409,27,0.003020059119905096,cls,in,0.003020059119905096
8,409,28,-0.0021191870501328755,cls,in,0.0021191870501328755
8,409,29,-0.0023985549557164606,cls,in,0.0023985549557164606
8,409,30,-0.0091516424041227,cls,in,0.0091516424041227
8,409,31,-0.019675579082716714,cls,in,0.019675579082716714
3,1370,0,0.01990079487925179,cls,in,0.01990079487925179
3,1370,1,0.0209191196772111,cls,in,0.0209191196772111
3,1370,2,0.019666830376567655,cls,in,0.019666830376567655
3,1370,3,0.006399837285463593,cls,in,0.006399837285463593
3,1370,4,0.0018267110037246896,cls,in,0.0018267110037246896
3,1370,5,0.00012545676056024282,cls,in,0.00012545676056024282
3,1370,6,-0.0010167605033793523,cls,in,0.0010167605033793523
3,1370,7,-0.009144396251279038,cls,in,0.009144396251279038
3,1370,8,-0.01166949650452714,cls,in,0.01166949650452714
3,1370,9,-0.010427921511463791,cls,in,0.010427921511463791
3,1370,10,-0.007220512477466729,cls,in,0.007220512477466729
3,1370,11,-0.0012997136022966742,cls,in,0.0012997136022966742
3,1370,12,-0.008779630220848012,cls,in,0.008779630220848012
3,1370,13,-0.011509514096116108,cls,in,0.011509514096116108
3,1370,14,-0.007578275684400257,cls,in,0.007578275684400257
3,1370,15,-0.00358622499238469,cls,in,0.00358622499238469
3,1370,16,-0.00288834517048955,cls,in,0.00288834517048955
3,1370,17,0.0005974995580504084,cls,in,0.0005974995580504084
3,1370,18,-0.00038022525360722803,cls,in,0.00038022525360722803
3,1370,19,-0.002765994277580829,cls,in,0.002765994277580829
3,1370,20,-0.00322119988704239,cls,in,0.00322119988704239
3,1370,21,-0.003588843153260573,cls,in,0.003588843153260573
3,1370,22,-0.004574996169485764,cls,in,0.004574996169485764
3,1370,23,-0.0034709128825266547,cls,in,0.0034709128825266547
3,1370,24,-0.007550424839241988,cls,in,0.007550424839241988
3,1370,25,-0.010710273611329363,cls,in,0.010710273611329363
3,1370,26,-0.015169512725067657,cls,in,0.015169512725067657
3,1370,27,-0.017976560133380958,cls,in,0.017976560133380958
3,1370,28,-0.018136679743675256,cls,in,0.018136679743675256
3,1370,29,-0.020525077768248023,cls,in,0.020525077768248023
3,1370,30,-0.042054458317854954,cls,in,0.042054458317854954
3,1370,31,-0.012415057546519092,cls,in,0.012415057546519092
6,4469,0,-0.013853655443763052,cls,in,0.013853655443763052
6,4469,1,-0.018530048417929556,cls,in,0.018530048417929556
6,4469,2,-0.015918196422953487,cls,in,0.015918196422953487
6,4469,3,-0.0023425220244326656,cls,in,0.0023425220244326656
6,4469,4,0.0019681592586027166,cls,in,0.0019681592586027166
6,4469,5,0.0019450535788402281,cls,in,0.0019450535788402281
